StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Company_Tier
2120,6.5,0,2,1,75,3.9,No,Yes,56,63,NotPlaced,
2121,7.5,1,2,0,67,4.4,Yes,No,66,84,NotPlaced,
2122,7.7,2,3,1,67,4.2,Yes,Yes,64,80,NotPlaced,
2123,8.1,2,2,0,90,4.8,Yes,Yes,76,88,NotPlaced,
2124,6.5,1,1,0,67,3.8,No,No,56,64,NotPlaced,
2125,7.1,1,1,0,70,4.1,Yes,Yes,56,65,NotPlaced,
2126,7.7,1,3,0,86,4.8,Yes,Yes,79,84,Placed,Tier 2
2127,8.7,2,3,2,90,4.8,Yes,Yes,73,82,Placed,Tier 1
2128,7.6,1,2,1,83,3.9,Yes,Yes,70,69,Placed,Tier 2
2129,8.6,1,2,0,77,4.7,No,Yes,55,68,Placed,Tier 2
2130,7.9,0,3,2,90,4.4,Yes,Yes,88,83,Placed,Tier 2
2131,8.1,0,2,0,70,4.8,Yes,Yes,78,86,Placed,Tier 2
2132,8.1,1,2,1,69,4.0,Yes,Yes,86,73,Placed,Tier 3
2133,8.1,1,1,0,62,3.0,No,No,55,67,NotPlaced,
2134,8.2,2,3,2,90,4.8,Yes,No,83,82,Placed,Tier 2
2135,8.1,2,2,2,79,4.6,Yes,Yes,79,85,NotPlaced,
2136,7.7,0,2,2,83,4.5,Yes,Yes,63,82,Placed,Tier 2
2137,6.5,1,2,1,72,4.6,Yes,Yes,82,71,NotPlaced,
2138,8.0,2,2,2,90,4.8,Yes,Yes,75,85,Placed,Tier 2
2139,8.4,1,3,0,83,4.8,Yes,Yes,77,85,Placed,Tier 2
2140,6.5,1,0,0,88,4.7,Yes,Yes,74,67,Placed,Tier 3
2141,7.3,1,1,1,60,4.1,No,No,59,65,NotPlaced,
2142,7.7,1,2,0,78,3.8,No,Yes,66,66,NotPlaced,
2143,8.5,1,3,2,88,4.8,Yes,Yes,83,85,Placed,Tier 1
2144,6.6,1,2,2,73,3.3,Yes,Yes,64,83,Placed,Tier 3
2145,8.5,0,3,2,87,4.7,Yes,Yes,58,76,Placed,Tier 2
2146,6.5,1,1,0,76,3.8,No,No,55,70,NotPlaced,
2147,8.5,2,3,1,90,4.7,Yes,Yes,75,88,Placed,Tier 1
2148,7.0,1,3,1,88,4.8,Yes,Yes,85,82,Placed,Tier 2
2149,8.2,1,3,0,77,4.5,Yes,Yes,75,88,Placed,Tier 2
2150,6.5,1,1,0,77,4.3,No,No,66,60,NotPlaced,
2151,7.5,1,1,1,88,4.8,No,Yes,56,66,Placed,Tier 2
2152,7.6,1,2,2,87,4.8,Yes,Yes,90,76,NotPlaced,
2153,6.5,1,1,1,60,4.0,No,No,70,71,NotPlaced,
2154,6.6,1,2,1,69,3.6,No,Yes,55,70,NotPlaced,
2155,7.8,1,2,0,82,4.0,No,Yes,70,60,NotPlaced,
2156,8.4,2,3,2,90,4.8,Yes,No,72,85,Placed,Tier 2
2157,7.4,1,2,2,74,4.4,Yes,Yes,84,72,NotPlaced,
2158,7.8,2,2,1,65,4.8,No,Yes,55,73,Placed,Tier 3
2159,7.9,0,2,1,79,4.8,Yes,Yes,61,66,NotPlaced,
2160,7.4,1,1,1,68,4.5,No,No,69,68,NotPlaced,
2161,8.4,0,3,2,90,4.8,Yes,Yes,88,83,Placed,Tier 2
2162,7.4,1,2,0,66,4.7,Yes,Yes,63,65,NotPlaced,
2163,7.8,0,1,0,61,3.8,No,No,60,71,NotPlaced,
2164,6.5,1,1,0,68,3.8,No,No,59,65,NotPlaced,
2165,7.6,1,2,0,72,4.1,No,Yes,60,64,NotPlaced,
2166,6.8,2,3,3,90,4.8,Yes,Yes,81,83,Placed,Tier 3
2167,8.0,1,2,2,80,4.7,Yes,No,72,80,NotPlaced,
2168,7.9,0,1,2,87,4.7,Yes,Yes,89,85,NotPlaced,
2169,8.7,0,3,2,90,4.8,Yes,Yes,79,85,Placed,Tier 2
2170,8.2,1,0,0,84,4.8,Yes,Yes,74,82,Placed,Tier 2
2171,8.5,1,3,2,83,4.8,Yes,Yes,76,87,Placed,Tier 2
2172,7.1,2,1,0,72,4.3,No,Yes,56,63,NotPlaced,
2173,7.8,1,2,0,71,3.7,Yes,Yes,82,64,Placed,Tier 2
2174,8.3,0,2,2,84,4.8,Yes,Yes,87,86,Placed,Tier 2
2175,7.6,2,1,1,82,3.9,Yes,No,71,71,NotPlaced,
2176,6.5,1,1,0,77,3.7,No,Yes,63,69,NotPlaced,
2177,7.8,1,2,2,68,4.4,No,No,55,68,NotPlaced,
2178,8.3,2,3,2,90,4.8,Yes,Yes,81,88,Placed,Tier 2
2179,8.4,2,3,2,90,4.8,Yes,Yes,88,80,Placed,Tier 2
2180,6.5,1,1,1,61,3.1,No,No,68,74,NotPlaced,
2181,7.5,1,2,0,87,4.5,No,No,57,72,NotPlaced,
2182,8.3,2,3,2,90,4.7,Yes,No,83,80,Placed,Tier 2
2183,7.7,2,3,2,90,4.7,Yes,Yes,79,88,Placed,Tier 2
2184,7.2,1,1,1,77,4.7,Yes,Yes,62,69,Placed,Tier 2
2185,8.0,1,3,1,83,4.7,Yes,Yes,77,83,NotPlaced,
2186,6.9,1,1,0,76,4.3,No,Yes,60,64,NotPlaced,
2187,7.8,2,1,1,74,3.6,Yes,Yes,57,72,NotPlaced,
2188,8.6,1,2,2,85,3.7,Yes,Yes,81,83,NotPlaced,
2189,7.9,1,3,0,78,4.6,Yes,Yes,78,85,Placed,Tier 2
2190,8.3,0,2,0,70,4.1,No,Yes,55,72,NotPlaced,
2191,7.8,1,2,1,78,4.8,No,Yes,55,69,NotPlaced,
2192,7.6,2,3,2,81,4.0,Yes,Yes,67,69,Placed,Tier 2
2193,7.3,0,1,0,67,3.6,No,No,55,58,NotPlaced,
2194,7.8,1,1,0,79,4.0,No,Yes,55,70,NotPlaced,
2195,7.4,1,1,0,74,4.4,Yes,Yes,71,81,Placed,Tier 2
2196,8.3,1,3,2,79,4.4,Yes,Yes,78,83,Placed,Tier 2
2197,8.0,1,2,2,74,4.1,No,Yes,70,84,Placed,Tier 2
2198,7.6,0,2,2,78,4.4,Yes,Yes,80,71,NotPlaced,
2199,8.3,0,3,0,82,4.5,Yes,Yes,73,81,Placed,Tier 2
2200,8.5,2,3,0,90,4.8,Yes,No,74,88,Placed,Tier 1
2201,8.1,1,1,0,90,4.7,No,Yes,70,82,NotPlaced,
2202,8.5,1,3,0,79,4.5,Yes,Yes,73,88,NotPlaced,
2203,6.8,0,1,1,79,4.2,Yes,Yes,60,82,NotPlaced,
2204,6.5,0,2,1,60,3.1,No,No,65,71,NotPlaced,
2205,8.3,0,3,1,76,4.5,Yes,No,81,67,NotPlaced,
2206,6.5,0,1,0,62,4.0,No,Yes,58,66,NotPlaced,
2207,8.0,2,3,3,90,4.6,Yes,Yes,84,81,Placed,Tier 2
2208,7.8,1,1,0,89,4.7,Yes,Yes,79,69,NotPlaced,
2209,8.9,2,3,2,86,4.7,Yes,Yes,71,88,Placed,Tier 1
2210,8.3,1,3,2,85,4.8,Yes,Yes,71,70,Placed,Tier 2
2211,8.5,2,3,2,90,4.7,Yes,Yes,84,86,Placed,Tier 1
2212,8.5,0,1,1,90,4.8,Yes,No,61,75,NotPlaced,
2213,6.5,1,1,1,62,4.1,No,Yes,63,67,NotPlaced,
2214,8.1,0,1,2,81,4.1,Yes,Yes,74,66,Placed,Tier 2
2215,6.5,0,1,1,65,4.2,No,Yes,58,70,NotPlaced,
2216,7.7,2,3,2,89,4.8,Yes,Yes,86,79,Placed,Tier 2
2217,8.2,1,2,0,68,4.2,No,No,57,64,NotPlaced,
2218,6.7,1,1,1,70,4.5,No,Yes,75,72,NotPlaced,
2219,7.5,0,1,1,71,3.4,No,No,66,74,NotPlaced,
2220,8.3,2,3,2,82,4.8,Yes,Yes,79,81,Placed,Tier 2
2221,6.5,1,2,3,77,4.4,Yes,No,64,80,NotPlaced,
2222,6.5,0,2,0,71,3.4,No,Yes,55,73,NotPlaced,
2223,7.4,1,2,0,65,3.9,No,No,74,66,NotPlaced,
2224,6.5,1,2,1,76,4.3,No,No,69,62,Placed,Tier 3
2225,7.4,0,3,2,90,4.7,Yes,Yes,83,88,Placed,Tier 2
2226,7.7,0,1,1,66,3.4,No,No,67,64,NotPlaced,
2227,8.4,1,3,2,81,4.3,No,Yes,74,66,Placed,Tier 2
2228,7.8,1,3,0,81,4.5,Yes,Yes,79,72,Placed,Tier 2
2229,8.0,1,3,2,90,4.7,Yes,Yes,72,84,NotPlaced,
2230,8.3,2,3,2,90,4.8,Yes,Yes,75,80,Placed,Tier 2
2231,8.0,1,3,0,83,4.8,No,Yes,75,83,NotPlaced,
2232,8.4,1,3,1,78,4.4,No,No,69,73,NotPlaced,
2233,8.3,2,3,2,90,4.8,Yes,Yes,88,87,Placed,Tier 2
2234,8.4,2,3,2,84,4.8,No,Yes,73,71,Placed,Tier 2
2235,8.5,1,3,2,86,4.6,Yes,Yes,64,83,Placed,Tier 1
2236,8.3,1,2,2,90,4.8,Yes,Yes,90,84,Placed,Tier 2
2237,8.5,1,2,3,90,4.8,No,Yes,70,72,NotPlaced,
2238,6.8,0,2,1,89,3.9,No,Yes,63,61,Placed,Tier 3
2239,7.5,1,2,0,82,4.4,No,Yes,57,61,Placed,Tier 2
2240,7.4,1,2,1,64,3.5,No,No,62,69,NotPlaced,
2241,7.8,1,1,0,73,3.2,No,Yes,57,69,NotPlaced,
2242,7.5,1,1,0,68,4.1,No,Yes,82,67,NotPlaced,
2243,6.5,2,3,0,89,4.4,Yes,Yes,77,73,Placed,Tier 3
2244,7.5,1,2,0,79,3.8,No,No,64,70,NotPlaced,
2245,7.4,0,1,1,69,4.0,No,Yes,60,71,NotPlaced,
2246,8.0,1,2,1,83,4.0,Yes,Yes,75,68,Placed,Tier 2
2247,8.5,2,2,2,69,4.4,No,Yes,76,81,NotPlaced,
2248,7.8,1,3,0,87,4.1,Yes,Yes,66,63,NotPlaced,
2249,6.6,0,2,0,64,4.2,No,No,55,85,NotPlaced,
2250,8.5,1,2,1,76,3.8,No,Yes,58,70,NotPlaced,
2251,6.5,1,2,1,66,4.2,No,No,55,72,NotPlaced,
2252,7.6,1,3,3,78,4.7,Yes,No,86,74,Placed,Tier 2
2253,7.7,1,1,1,75,4.6,No,Yes,72,75,NotPlaced,
2254,8.0,2,3,0,90,4.4,Yes,Yes,72,85,Placed,Tier 2
2255,8.0,1,3,2,86,4.8,Yes,No,84,85,Placed,Tier 2
2256,6.8,1,2,0,75,4.5,Yes,Yes,76,80,NotPlaced,
2257,8.2,1,3,2,79,4.1,Yes,Yes,78,65,Placed,Tier 2
2258,8.1,2,3,2,86,4.5,Yes,Yes,84,81,Placed,Tier 2
2259,8.3,1,2,0,82,4.6,Yes,Yes,85,86,Placed,Tier 2
2260,8.2,2,3,2,90,4.8,Yes,Yes,80,86,Placed,Tier 2
2261,7.6,1,2,0,85,4.6,No,Yes,78,73,NotPlaced,
2262,6.5,1,2,0,76,4.2,No,Yes,55,65,NotPlaced,
2263,8.3,1,2,1,84,4.7,Yes,Yes,59,69,NotPlaced,
2264,7.4,0,1,0,85,3.9,No,Yes,68,63,NotPlaced,
2265,7.6,1,2,0,77,4.1,No,Yes,68,72,Placed,Tier 2
2266,8.4,2,3,1,83,4.6,Yes,Yes,79,83,Placed,Tier 2
2267,7.4,1,1,0,74,4.1,No,Yes,56,62,NotPlaced,
2268,8.0,1,1,0,77,3.9,Yes,Yes,72,68,Placed,Tier 2
2269,8.2,0,3,2,80,4.8,Yes,Yes,80,83,Placed,Tier 2
2270,8.2,1,2,2,89,4.3,Yes,Yes,76,83,Placed,Tier 2
2271,8.0,0,2,2,83,4.6,Yes,Yes,82,78,NotPlaced,
2272,7.8,2,3,0,75,4.5,Yes,Yes,72,81,Placed,Tier 2
2273,8.0,1,2,1,80,3.4,Yes,Yes,76,82,NotPlaced,
2274,6.5,2,2,2,79,4.4,No,No,80,71,Placed,Tier 3
2275,6.5,1,1,0,62,4.0,No,No,61,74,NotPlaced,
2276,7.9,1,1,1,78,4.2,No,No,55,69,NotPlaced,
2277,6.5,0,1,0,73,3.7,No,No,72,67,NotPlaced,
2278,7.8,1,3,2,90,4.8,Yes,Yes,79,83,Placed,Tier 2
2279,7.8,1,2,0,72,4.5,No,Yes,55,69,NotPlaced,
2280,8.0,2,3,2,87,4.5,Yes,Yes,71,85,Placed,Tier 2
2281,8.3,0,3,2,74,4.1,Yes,Yes,70,84,NotPlaced,
2282,6.6,1,1,0,68,3.9,Yes,Yes,55,67,Placed,Tier 3
2283,7.5,1,3,1,78,4.0,No,No,83,73,NotPlaced,
2284,7.6,1,1,1,70,4.5,No,No,62,71,NotPlaced,
2285,7.7,0,1,0,65,3.9,No,No,74,69,NotPlaced,
2286,7.4,1,2,0,80,4.3,No,Yes,65,67,NotPlaced,
2287,8.5,1,1,0,75,4.2,Yes,Yes,58,71,NotPlaced,
2288,7.5,1,2,1,67,3.3,No,Yes,55,67,NotPlaced,
2289,7.6,1,3,0,82,4.8,Yes,Yes,69,84,Placed,Tier 2
2290,8.0,1,2,1,80,4.2,Yes,No,77,69,NotPlaced,
2291,8.7,1,3,2,80,4.7,Yes,Yes,76,82,Placed,Tier 2
2292,6.5,0,2,0,76,3.6,No,Yes,55,66,NotPlaced,
2293,8.2,1,3,2,76,4.4,Yes,Yes,66,86,NotPlaced,
2294,6.5,1,1,0,80,4.4,No,Yes,59,69,NotPlaced,
2295,8.4,2,3,2,90,4.5,Yes,No,75,86,Placed,Tier 2
2296,7.9,2,1,2,81,4.8,Yes,No,82,82,Placed,Tier 2
2297,7.6,1,2,0,71,4.1,No,No,56,63,NotPlaced,
2298,7.5,1,1,1,73,4.2,Yes,Yes,64,72,NotPlaced,
2299,7.5,1,1,1,62,4.3,No,No,60,61,NotPlaced,
2300,8.4,0,1,1,67,4.1,No,No,78,58,Placed,Tier 3
2301,8.8,0,3,0,82,4.8,Yes,Yes,63,78,Placed,Tier 2
2302,8.0,1,3,3,90,4.8,Yes,Yes,82,84,Placed,Tier 2
2303,8.6,2,3,2,90,4.5,Yes,Yes,84,82,Placed,Tier 1
2304,8.4,2,3,2,90,4.8,Yes,Yes,77,77,NotPlaced,
2305,8.2,1,3,2,90,3.6,Yes,Yes,75,80,Placed,Tier 2
2306,7.3,1,1,1,64,4.1,No,No,59,60,NotPlaced,
2307,6.5,1,2,2,75,4.1,Yes,Yes,66,70,Placed,Tier 3
2308,7.4,1,1,1,63,3.6,No,No,65,65,NotPlaced,
2309,8.0,2,1,0,77,4.5,No,Yes,59,65,NotPlaced,
2310,7.9,1,2,0,80,4.5,No,Yes,59,66,NotPlaced,
2311,8.3,0,3,0,88,4.7,Yes,Yes,70,80,NotPlaced,
2312,7.0,1,3,1,90,4.7,Yes,Yes,74,60,NotPlaced,
2313,6.5,1,2,0,80,4.4,No,Yes,59,68,NotPlaced,
2314,8.2,1,3,0,77,4.3,No,No,55,73,NotPlaced,
2315,8.7,1,2,1,90,4.6,No,No,74,68,NotPlaced,
2316,7.5,1,1,0,76,4.5,Yes,Yes,79,88,Placed,Tier 2
2317,7.6,1,1,0,60,4.0,No,No,56,64,NotPlaced,
2318,7.6,1,3,0,84,4.1,No,No,57,73,NotPlaced,
2319,8.3,1,3,2,89,4.7,Yes,Yes,72,80,NotPlaced,
2320,7.4,0,1,1,90,4.8,Yes,Yes,71,69,NotPlaced,
2321,7.6,1,2,0,79,4.1,No,Yes,71,62,NotPlaced,
2322,7.4,1,2,1,62,4.5,Yes,Yes,60,66,NotPlaced,
2323,7.5,0,1,1,71,4.4,Yes,Yes,79,74,NotPlaced,
2324,7.7,1,1,0,75,3.6,No,Yes,59,71,NotPlaced,
2325,6.5,2,2,1,81,4.8,No,No,61,69,NotPlaced,
2326,7.4,2,3,1,79,4.4,No,Yes,75,73,NotPlaced,
2327,7.5,1,1,0,67,4.3,No,No,61,69,NotPlaced,
2328,7.8,1,3,0,90,4.6,No,Yes,64,83,NotPlaced,
2329,8.1,1,1,0,72,4.0,No,No,85,62,NotPlaced,
2330,8.0,1,3,0,83,4.1,Yes,Yes,82,83,Placed,Tier 2
2331,7.4,2,2,1,78,4.3,Yes,No,68,69,NotPlaced,
2332,8.6,2,3,2,86,4.1,Yes,Yes,75,85,Placed,Tier 1
2333,7.6,1,3,1,73,3.9,Yes,No,72,73,Placed,Tier 2
2334,8.0,0,3,2,90,4.8,Yes,Yes,79,83,Placed,Tier 2
2335,7.6,1,3,2,90,4.3,Yes,Yes,55,86,Placed,Tier 2
2336,7.3,1,1,1,73,4.0,No,Yes,55,67,NotPlaced,
2337,7.5,1,2,1,90,3.4,No,Yes,59,72,NotPlaced,
2338,8.0,1,3,2,84,4.7,Yes,Yes,90,86,Placed,Tier 2
2339,8.5,0,3,3,84,4.6,No,Yes,86,70,NotPlaced,
2340,8.6,1,3,1,88,4.8,Yes,Yes,71,80,NotPlaced,
2341,6.6,1,1,0,69,4.2,Yes,Yes,55,69,NotPlaced,
2342,7.7,1,1,1,79,3.9,No,Yes,55,61,NotPlaced,
2343,8.7,2,2,1,72,4.6,Yes,Yes,77,77,NotPlaced,
2344,7.5,1,2,0,65,3.5,No,No,55,63,NotPlaced,
2345,6.7,1,1,1,76,4.6,No,No,62,68,NotPlaced,
2346,7.2,1,3,2,81,4.8,No,Yes,83,84,Placed,Tier 2
2347,6.9,1,1,1,76,4.8,Yes,Yes,58,66,NotPlaced,
2348,8.2,2,3,2,86,4.7,Yes,Yes,84,88,Placed,Tier 2
2349,8.5,2,3,2,84,4.6,Yes,Yes,74,83,Placed,Tier 2
2350,8.2,0,3,0,90,4.3,Yes,Yes,79,86,NotPlaced,
2351,7.3,1,1,1,77,4.1,No,No,58,74,NotPlaced,
2352,7.6,1,2,1,71,4.1,No,Yes,61,66,NotPlaced,
2353,6.5,1,3,2,85,3.7,Yes,Yes,79,86,Placed,Tier 3
2354,7.4,1,3,0,83,3.8,No,Yes,69,85,NotPlaced,
2355,8.0,2,3,2,90,4.8,Yes,Yes,88,83,Placed,Tier 2
2356,8.2,2,1,2,77,4.8,Yes,Yes,60,79,NotPlaced,
2357,7.5,1,1,0,66,4.1,No,No,63,60,NotPlaced,
2358,8.1,2,2,1,90,4.7,Yes,Yes,68,88,Placed,Tier 2
2359,6.5,1,3,0,87,4.8,No,No,65,86,NotPlaced,
2360,8.8,1,3,0,86,4.4,Yes,Yes,63,72,NotPlaced,
2361,7.4,1,2,1,73,4.5,No,No,56,69,NotPlaced,
2362,8.2,2,3,2,90,4.7,Yes,Yes,72,84,Placed,Tier 2
2363,7.7,1,2,0,74,3.8,Yes,Yes,58,63,NotPlaced,
2364,8.5,2,3,2,86,4.8,Yes,Yes,78,87,Placed,Tier 1
2365,8.6,1,3,1,83,4.7,Yes,Yes,78,81,Placed,Tier 2
2366,8.6,1,2,0,86,4.1,Yes,Yes,55,82,NotPlaced,
2367,7.7,1,3,2,86,4.5,No,Yes,65,88,NotPlaced,
2368,8.2,2,3,2,90,4.2,Yes,Yes,83,77,Placed,Tier 2
2369,6.5,1,2,1,86,4.3,Yes,Yes,84,88,Placed,Tier 3
2370,9.0,2,3,2,88,4.8,No,Yes,72,84,Placed,Tier 1
2371,7.5,0,2,1,73,3.6,No,No,56,71,NotPlaced,
2372,7.8,0,2,0,74,4.2,No,Yes,55,68,NotPlaced,
2373,8.3,0,3,0,88,3.4,Yes,Yes,76,87,Placed,Tier 2
2374,6.5,2,1,1,77,4.2,Yes,Yes,58,64,NotPlaced,
2375,6.5,0,2,3,85,4.5,Yes,Yes,55,71,Placed,Tier 3
2376,7.4,1,1,0,77,3.6,No,No,55,65,NotPlaced,
2377,8.2,2,3,2,90,4.8,Yes,Yes,76,85,Placed,Tier 2
2378,8.5,2,3,2,90,4.8,Yes,Yes,82,88,Placed,Tier 1
2379,8.6,2,3,2,90,4.8,Yes,Yes,65,82,Placed,Tier 1
2380,8.5,1,1,2,72,4.0,Yes,Yes,80,82,Placed,Tier 2
2381,7.8,1,3,2,83,4.2,Yes,Yes,78,80,NotPlaced,
2382,8.4,2,3,2,83,4.8,Yes,Yes,77,86,Placed,Tier 2
2383,8.5,2,1,1,73,4.5,Yes,No,64,79,NotPlaced,
2384,7.7,1,1,1,70,4.3,Yes,Yes,75,70,NotPlaced,
2385,7.5,1,2,0,81,4.8,Yes,Yes,55,79,NotPlaced,
2386,6.5,1,3,1,90,4.5,No,No,74,62,NotPlaced,
2387,7.8,1,2,0,83,4.8,Yes,Yes,78,80,Placed,Tier 2
2388,7.6,1,1,1,76,4.2,Yes,Yes,67,65,Placed,Tier 2
2389,7.6,1,1,1,85,4.1,No,Yes,85,70,NotPlaced,
2390,6.5,0,1,0,90,4.5,Yes,Yes,56,82,NotPlaced,
2391,8.0,2,2,1,82,3.9,Yes,Yes,63,68,NotPlaced,
2392,7.5,2,1,1,65,4.0,No,Yes,56,62,NotPlaced,
2393,7.8,1,1,0,63,4.4,No,Yes,55,68,NotPlaced,
2394,6.9,0,3,2,82,4.8,Yes,Yes,85,79,Placed,Tier 3
2395,8.6,1,3,2,88,4.6,No,Yes,72,83,Placed,Tier 1
2396,7.0,0,3,1,67,3.6,Yes,Yes,57,82,NotPlaced,
2397,8.8,2,1,2,83,4.8,Yes,Yes,84,87,Placed,Tier 2
2398,7.4,1,2,0,87,3.5,No,Yes,61,67,NotPlaced,
2399,6.7,1,1,1,69,4.0,No,No,55,67,NotPlaced,
2400,7.7,1,1,0,72,4.2,No,No,55,63,NotPlaced,
2401,7.4,1,1,2,68,4.3,No,Yes,61,60,NotPlaced,
2402,8.3,1,2,0,72,4.2,No,No,63,74,NotPlaced,
2403,8.2,2,3,0,87,4.7,Yes,Yes,83,88,Placed,Tier 2
2404,8.0,1,3,1,77,4.5,Yes,Yes,71,85,NotPlaced,
2405,7.8,1,1,0,81,4.5,Yes,Yes,55,63,NotPlaced,
2406,7.6,1,1,2,77,3.9,No,Yes,55,71,NotPlaced,
2407,7.6,0,1,0,83,3.2,No,No,55,65,NotPlaced,
2408,7.4,1,3,2,83,4.5,Yes,No,84,79,Placed,Tier 2
2409,6.5,1,1,1,79,4.1,No,No,61,67,Placed,Tier 3
2410,7.9,1,1,1,76,4.4,Yes,Yes,65,85,NotPlaced,
2411,8.4,0,3,0,80,4.3,Yes,Yes,82,83,NotPlaced,
2412,8.7,1,2,2,74,4.1,Yes,Yes,75,87,Placed,Tier 2
2413,8.5,2,2,2,89,4.6,Yes,Yes,55,84,Placed,Tier 1
2414,8.0,2,3,2,90,4.8,Yes,Yes,76,86,Placed,Tier 2
2415,7.4,1,3,0,78,4.6,Yes,Yes,74,82,NotPlaced,
2416,8.2,2,3,2,87,4.8,Yes,Yes,87,88,Placed,Tier 2
2417,7.3,1,2,0,69,3.7,No,Yes,55,68,NotPlaced,
2418,7.5,0,3,0,78,4.7,No,No,55,70,NotPlaced,
2419,7.5,1,2,0,78,3.9,Yes,Yes,87,76,NotPlaced,
2420,7.6,0,2,0,68,3.9,No,Yes,64,61,NotPlaced,
2421,7.9,2,3,3,90,4.7,Yes,No,77,61,Placed,Tier 2
2422,7.5,1,1,0,67,4.2,No,No,57,60,NotPlaced,
2423,7.6,1,2,2,74,4.2,No,Yes,81,68,NotPlaced,
2424,8.0,1,2,2,87,4.8,Yes,Yes,90,68,Placed,Tier 2
2425,7.6,1,1,1,68,4.0,No,Yes,61,68,NotPlaced,
2426,8.0,2,3,2,89,4.1,Yes,Yes,75,85,Placed,Tier 2
2427,6.5,0,1,1,84,3.6,No,No,61,63,NotPlaced,
2428,8.2,1,1,1,87,4.7,Yes,Yes,55,81,NotPlaced,
2429,7.3,1,1,0,84,3.9,No,Yes,55,69,NotPlaced,
2430,8.4,2,3,2,90,4.8,Yes,Yes,82,87,Placed,Tier 2
2431,7.9,2,3,2,90,4.6,Yes,Yes,82,81,Placed,Tier 2
2432,7.4,1,1,1,69,3.9,Yes,Yes,63,66,NotPlaced,
2433,6.5,0,1,1,76,4.7,Yes,No,82,64,NotPlaced,
2434,7.7,1,1,0,70,3.9,Yes,Yes,71,82,NotPlaced,
2435,8.4,0,3,2,90,4.8,Yes,Yes,83,83,Placed,Tier 2
2436,8.0,1,2,0,61,3.6,Yes,No,59,64,NotPlaced,
2437,7.7,0,1,1,90,4.3,Yes,Yes,75,75,Placed,Tier 2
2438,7.6,1,2,0,70,4.7,No,Yes,60,64,Placed,Tier 2
2439,7.4,0,2,0,76,4.5,No,Yes,72,85,NotPlaced,
2440,6.8,1,2,0,75,4.2,No,Yes,77,57,NotPlaced,
2441,8.0,0,3,2,76,4.7,Yes,Yes,77,82,Placed,Tier 2
2442,8.4,2,3,2,90,4.5,Yes,Yes,83,86,Placed,Tier 2
2443,7.4,2,2,0,69,4.1,No,No,59,75,NotPlaced,
2444,7.8,1,3,1,75,4.4,Yes,Yes,59,72,NotPlaced,
2445,6.5,1,1,2,68,3.5,No,No,76,61,NotPlaced,
2446,8.7,0,3,2,81,4.5,Yes,Yes,80,66,Placed,Tier 2
2447,8.4,2,1,1,88,4.8,Yes,Yes,85,84,NotPlaced,
2448,7.8,0,1,0,67,4.1,Yes,No,59,69,NotPlaced,
2449,6.7,1,1,0,63,4.6,No,No,67,66,NotPlaced,
2450,8.6,2,3,2,90,4.8,Yes,Yes,82,87,Placed,Tier 1
2451,8.0,1,3,2,82,4.8,No,Yes,61,87,Placed,Tier 2
2452,7.8,2,1,0,86,4.3,No,Yes,78,80,Placed,Tier 2
2453,7.6,0,1,1,75,3.6,No,Yes,59,62,NotPlaced,
2454,8.0,1,2,3,74,4.0,Yes,Yes,78,83,Placed,Tier 2
2455,7.2,1,1,0,82,4.0,No,Yes,82,74,Placed,Tier 2
2456,7.9,1,3,0,83,4.8,No,No,76,82,NotPlaced,
2457,7.8,2,3,2,90,3.9,Yes,Yes,60,87,NotPlaced,
2458,8.1,0,2,3,72,3.2,Yes,Yes,73,83,Placed,Tier 2
2459,8.4,2,3,3,83,4.7,Yes,No,69,83,NotPlaced,
2460,7.6,1,2,0,71,4.8,No,Yes,58,67,NotPlaced,
2461,8.4,2,2,0,83,4.8,Yes,No,71,66,Placed,Tier 2
2462,7.6,1,1,0,70,4.1,No,No,61,63,NotPlaced,
2463,7.9,0,1,0,64,4.1,Yes,Yes,63,67,NotPlaced,
2464,7.6,1,2,1,86,4.4,Yes,Yes,90,79,NotPlaced,
2465,7.5,0,2,0,90,4.8,No,Yes,55,79,NotPlaced,
2466,7.6,1,1,1,84,4.1,No,No,55,66,NotPlaced,
2467,7.5,1,2,0,79,4.3,No,Yes,58,67,NotPlaced,
2468,7.9,1,1,1,89,4.0,No,Yes,81,70,NotPlaced,
2469,7.9,2,3,3,78,4.5,Yes,Yes,71,87,Placed,Tier 2
2470,7.6,1,3,0,68,4.2,Yes,Yes,88,82,NotPlaced,
2471,8.1,1,1,0,70,4.3,Yes,No,68,61,NotPlaced,
2472,7.6,2,1,0,73,4.6,Yes,Yes,78,73,NotPlaced,
2473,7.9,2,1,2,75,3.9,Yes,No,77,80,NotPlaced,
2474,8.5,2,3,2,88,4.8,Yes,Yes,77,85,NotPlaced,
2475,7.5,2,3,0,88,4.6,Yes,Yes,72,86,NotPlaced,
2476,7.7,1,2,0,73,3.8,No,Yes,55,74,NotPlaced,
2477,7.6,1,1,2,67,3.8,No,Yes,57,70,Placed,Tier 3
2478,8.3,2,3,2,85,4.5,Yes,Yes,87,80,Placed,Tier 2
2479,7.4,1,2,1,72,3.3,Yes,Yes,81,69,Placed,Tier 2
2480,8.2,1,1,1,84,3.9,Yes,Yes,61,60,Placed,Tier 2
